TITLE = "Post Processing Tecplot"
VARIABLES = "X","Y","T"
0.750000,0.010000,0.000000
0.770000,0.010000,0.000000
0.790000,0.010000,0.000000
0.810000,0.010000,0.000000
0.830000,0.010000,0.000000
0.850000,0.010000,0.000000
0.870000,0.010000,0.000000
0.890000,0.010000,0.000000
0.910000,0.010000,0.000000
0.930000,0.010000,0.000000
0.950000,0.010000,0.000000
0.970000,0.010000,0.000000
0.990000,0.010000,0.000000
1.010000,0.010000,-0.000000
-0.010000,0.030000,0.000000
0.010000,0.030000,-0.000000
0.030000,0.030000,-0.000000
0.050000,0.030000,-0.000000
0.070000,0.030000,-0.000000
0.090000,0.030000,-0.000000
0.110000,0.030000,-0.000000
0.130000,0.030000,-0.000000
0.150000,0.030000,-0.000000
0.170000,0.030000,-0.000000
0.190000,0.030000,-0.000000
0.210000,0.030000,-0.000000
0.230000,0.030000,-0.000000
0.250000,0.030000,-0.000000
0.270000,0.030000,-0.000000
0.290000,0.030000,-0.000000
0.310000,0.030000,-0.000000
0.330000,0.030000,-0.000000
0.350000,0.030000,-0.000000
0.370000,0.030000,-0.000000
0.390000,0.030000,-0.000000
0.410000,0.030000,-0.000001
0.430000,0.030000,-0.000000
0.450000,0.030000,-0.000000
0.470000,0.030000,-0.000000
0.490000,0.030000,-0.000000
0.510000,0.030000,0.000000
0.530000,0.030000,0.000000
0.550000,0.030000,0.000000
0.570000,0.030000,0.000000
0.590000,0.030000,0.000000
0.610000,0.030000,0.000001
0.630000,0.030000,0.000000
0.650000,0.030000,0.000000
0.670000,0.030000,0.000000
0.690000,0.030000,0.000000
0.710000,0.030000,0.000000
0.730000,0.030000,0.000000
0.750000,0.030000,0.000000
0.770000,0.030000,0.000000
0.790000,0.030000,0.000000
0.810000,0.030000,0.000000
0.830000,0.030000,0.000000
0.850000,0.030000,0.000000
0.870000,0.030000,0.000000
0.890000,0.030000,0.000000
0.910000,0.030000,0.000000
0.930000,0.030000,0.000000
0.950000,0.030000,0.000000
0.970000,0.030000,0.000000
0.990000,0.030000,0.000000
1.010000,0.030000,-0.000000
-0.010000,0.050000,0.000000
0.010000,0.050000,-0.000000
0.030000,0.050000,-0.000000
0.050000,0.050000,-0.000000
0.070000,0.050000,-0.000000
0.090000,0.050000,-0.000000
0.110000,0.050000,-0.000000
0.130000,0.050000,-0.000000
0.150000,0.050000,-0.000000
0.170000,0.050000,-0.000000
0.190000,0.050000,-0.000000
0.210000,0.050000,-0.000000
0.230000,0.050000,-0.000000
0.250000,0.050000,-0.000000
0.270000,0.050000,-0.000000
0.290000,0.050000,-0.000000
0.310000,0.050000,-0.000001
0.330000,0.050000,-0.000001
0.350000,0.050000,-0.000001
0.370000,0.050000,-0.000001
0.390000,0.050000,-0.000001
0.410000,0.050000,-0.000001
0.430000,0.050000,-0.000001
0.450000,0.050000,-0.000001
0.470000,0.050000,-0.000001
0.490000,0.050000,-0.000000
0.510000,0.050000,0.000000
0.530000,0.050000,0.000000
0.550000,0.050000,0.000001
0.570000,0.050000,0.000001
0.590000,0.050000,0.000001
0.610000,0.050000,0.000001
0.630000,0.050000,0.000001
0.650000,0.050000,0.000001
0.670000,0.050000,0.000001
0.690000,0.050000,0.000001
0.710000,0.050000,0.000001
0.730000,0.050000,0.000000
0.750000,0.050000,0.000000
0.770000,0.050000,0.000000
0.790000,0.050000,0.000000
0.810000,0.050000,0.000000
0.830000,0.050000,0.000000
0.850000,0.050000,0.000000
0.870000,0.050000,0.000000
0.890000,0.050000,0.000000
0.910000,0.050000,0.000000
0.930000,0.050000,0.000000
0.950000,0.050000,0.000000
0.970000,0.050000,0.000000
0.990000,0.050000,0.000000
1.010000,0.050000,-0.000000
-0.010000,0.070000,0.000000
0.010000,0.070000,-0.000000
0.030000,0.070000,-0.000000
0.050000,0.070000,-0.000000
0.070000,0.070000,-0.000000
0.090000,0.070000,-0.000000
0.110000,0.070000,-0.000000
0.130000,0.070000,-0.000000
0.150000,0.070000,-0.000000
0.170000,0.070000,-0.000000
0.190000,0.070000,-0.000000
0.210000,0.070000,-0.000000
0.230000,0.070000,-0.000000
0.250000,0.070000,-0.000000
0.270000,0.070000,-0.000001
0.290000,0.070000,-0.000001
0.310000,0.070000,-0.000001
0.330000,0.070000,-0.000002
0.350000,0.070000,-0.000002
0.370000,0.070000,-0.000003
0.390000,0.070000,-0.000003
0.410000,0.070000,-0.000003
0.430000,0.070000,-0.000003
0.450000,0.070000,-0.000002
0.470000,0.070000,-0.000002
0.490000,0.070000,-0.000001
0.510000,0.070000,0.000000
0.530000,0.070000,0.000001
0.550000,0.070000,0.000002
0.570000,0.070000,0.000002
0.590000,0.070000,0.000003
0.610000,0.070000,0.000003
0.630000,0.070000,0.000003
0.650000,0.070000,0.000003
0.670000,0.070000,0.000002
0.690000,0.070000,0.000002
0.710000,0.070000,0.000001
0.730000,0.070000,0.000001
0.750000,0.070000,0.000001
0.770000,0.070000,0.000000
0.790000,0.070000,0.000000
0.810000,0.070000,0.000000
0.830000,0.070000,0.000000
0.850000,0.070000,0.000000
0.870000,0.070000,0.000000
0.890000,0.070000,0.000000
0.910000,0.070000,0.000000
0.930000,0.070000,0.000000
0.950000,0.070000,0.000000
0.970000,0.070000,0.000000
0.990000,0.070000,0.000000
1.010000,0.070000,-0.000000
-0.010000,0.090000,0.000000
0.010000,0.090000,-0.000000
0.030000,0.090000,-0.000000
0.050000,0.090000,-0.000000
0.070000,0.090000,-0.000000
0.090000,0.090000,-0.000000
0.110000,0.090000,-0.000000
0.130000,0.090000,-0.000000
0.150000,0.090000,-0.000000
0.170000,0.090000,-0.000000
0.190000,0.090000,-0.000000
0.210000,0.090000,-0.000000
0.230000,0.090000,-0.000001
0.250000,0.090000,-0.000001
0.270000,0.090000,-0.000002
0.290000,0.090000,-0.000002
0.310000,0.090000,-0.000003
0.330000,0.090000,-0.000004
0.350000,0.090000,-0.000005
0.370000,0.090000,-0.000006
0.390000,0.090000,-0.000007
0.410000,0.090000,-0.000007
0.430000,0.090000,-0.000006
0.450000,0.090000,-0.000006
0.470000,0.090000,-0.000004
0.490000,0.090000,-0.000002
0.510000,0.090000,0.000000
0.530000,0.090000,0.000002
0.550000,0.090000,0.000004
0.570000,0.090000,0.000006
0.590000,0.090000,0.000006
0.610000,0.090000,0.000007
0.630000,0.090000,0.000007
0.650000,0.090000,0.000006
0.670000,0.090000,0.000005
0.690000,0.090000,0.000004
0.710000,0.090000,0.000003
0.730000,0.090000,0.000002
0.750000,0.090000,0.000002
0.770000,0.090000,0.000001
0.790000,0.090000,0.000001
0.810000,0.090000,0.000000
0.830000,0.090000,0.000000
0.850000,0.090000,0.000000
0.870000,0.090000,0.000000
0.890000,0.090000,0.000000
0.910000,0.090000,0.000000
0.930000,0.090000,0.000000
0.950000,0.090000,0.000000
0.970000,0.090000,0.000000
0.990000,0.090000,0.000000
1.010000,0.090000,-0.000000
-0.010000,0.110000,0.000000
0.010000,0.110000,-0.000000
0.030000,0.110000,-0.000000
0.050000,0.110000,-0.000000
0.070000,0.110000,-0.000000
0.090000,0.110000,-0.000000
0.110000,0.110000,-0.000000
0.130000,0.110000,-0.000000
0.150000,0.110000,-0.000000
0.170000,0.110000,-0.000000
0.190000,0.110000,-0.000001
0.210000,0.110000,-0.000001
0.230000,0.110000,-0.000001
0.250000,0.110000,-0.000002
0.270000,0.110000,-0.000003
0.290000,0.110000,-0.000005
0.310000,0.110000,-0.000007
0.330000,0.110000,-0.000009
0.350000,0.110000,-0.000011
0.370000,0.110000,-0.000013
0.390000,0.110000,-0.000014
0.410000,0.110000,-0.000015
0.430000,0.110000,-0.000014
0.450000,0.110000,-0.000012
0.470000,0.110000,-0.000009
0.490000,0.110000,-0.000005
0.510000,0.110000,0.000000
0.530000,0.110000,0.000005
0.550000,0.110000,0.000009
0.570000,0.110000,0.000012
0.590000,0.110000,0.000014
0.610000,0.110000,0.000015
0.630000,0.110000,0.000014
0.650000,0.110000,0.000013
0.670000,0.110000,0.000011
0.690000,0.110000,0.000009
0.710000,0.110000,0.000007
0.730000,0.110000,0.000005
0.750000,0.110000,0.000003
0.770000,0.110000,0.000002
0.790000,0.110000,0.000001
0.810000,0.110000,0.000001
0.830000,0.110000,0.000001
0.850000,0.110000,0.000000
0.870000,0.110000,0.000000
0.890000,0.110000,0.000000
0.910000,0.110000,0.000000
0.930000,0.110000,0.000000
0.950000,0.110000,0.000000
0.970000,0.110000,0.000000
0.990000,0.110000,0.000000
1.010000,0.110000,-0.000000
-0.010000,0.130000,0.000000
0.010000,0.130000,-0.000000
0.030000,0.130000,-0.000000
0.050000,0.130000,-0.000000
0.070000,0.130000,-0.000000
0.090000,0.130000,-0.000000
0.110000,0.130000,-0.000000
0.130000,0.130000,-0.000000
0.150000,0.130000,-0.000000
0.170000,0.130000,-0.000001
0.190000,0.130000,-0.000001
0.210000,0.130000,-0.000002
0.230000,0.130000,-0.000003
0.250000,0.130000,-0.000005
0.270000,0.130000,-0.000007
0.290000,0.130000,-0.000010
0.310000,0.130000,-0.000014
0.330000,0.130000,-0.000019
0.350000,0.130000,-0.000023
0.370000,0.130000,-0.000027
0.390000,0.130000,-0.000030
0.410000,0.130000,-0.000031
0.430000,0.130000,-0.000029
0.450000,0.130000,-0.000025
0.470000,0.130000,-0.000018
0.490000,0.130000,-0.000010
0.510000,0.130000,0.000000
0.530000,0.130000,0.000010
0.550000,0.130000,0.000019
0.570000,0.130000,0.000025
0.590000,0.130000,0.000029
0.610000,0.130000,0.000031
0.630000,0.130000,0.000030
0.650000,0.130000,0.000027
0.670000,0.130000,0.000023
0.690000,0.130000,0.000019
0.710000,0.130000,0.000014
0.730000,0.130000,0.000010
0.750000,0.130000,0.000007
0.770000,0.130000,0.000005
0.790000,0.130000,0.000003
0.810000,0.130000,0.000002
0.830000,0.130000,0.000001
0.850000,0.130000,0.000001
0.870000,0.130000,0.000000
0.890000,0.130000,0.000000
0.910000,0.130000,0.000000
0.930000,0.130000,0.000000
0.950000,0.130000,0.000000
0.970000,0.130000,0.000000
0.990000,0.130000,0.000000
1.010000,0.130000,-0.000000
-0.010000,0.150000,0.000000
0.010000,0.150000,-0.000000
0.030000,0.150000,-0.000000
0.050000,0.150000,-0.000000
0.070000,0.150000,-0.000000
0.090000,0.150000,-0.000000
0.110000,0.150000,-0.000000
0.130000,0.150000,-0.000000
0.150000,0.150000,-0.000001
0.170000,0.150000,-0.000001
0.190000,0.150000,-0.000002
0.210000,0.150000,-0.000004
0.230000,0.150000,-0.000006
0.250000,0.150000,-0.000010
0.270000,0.150000,-0.000015
0.290000,0.150000,-0.000021
0.310000,0.150000,-0.000029
0.330000,0.150000,-0.000037
0.350000,0.150000,-0.000046
0.370000,0.150000,-0.000054
0.390000,0.150000,-0.000060
0.410000,0.150000,-0.000062
0.430000,0.150000,-0.000059
0.450000,0.150000,-0.000051
0.470000,0.150000,-0.000037
0.490000,0.150000,-0.000020
0.510000,0.150000,0.000000
0.530000,0.150000,0.000020
0.550000,0.150000,0.000037
0.570000,0.150000,0.000051
0.590000,0.150000,0.000059
0.610000,0.150000,0.000062
0.630000,0.150000,0.000060
0.650000,0.150000,0.000054
0.670000,0.150000,0.000046
0.690000,0.150000,0.000037
0.710000,0.150000,0.000029
0.730000,0.150000,0.000021
0.750000,0.150000,0.000015
0.770000,0.150000,0.000010
0.790000,0.150000,0.000006
0.810000,0.150000,0.000004
0.830000,0.150000,0.000002
0.850000,0.150000,0.000001
0.870000,0.150000,0.000001
0.890000,0.150000,0.000000
0.910000,0.150000,0.000000
0.930000,0.150000,0.000000
0.950000,0.150000,0.000000
0.970000,0.150000,0.000000
0.990000,0.150000,0.000000
1.010000,0.150000,-0.000000
-0.010000,0.170000,0.000000
0.010000,0.170000,-0.000000
0.030000,0.170000,-0.000000
0.050000,0.170000,-0.000000
0.070000,0.170000,-0.000000
0.090000,0.170000,-0.000000
0.110000,0.170000,-0.000000
0.130000,0.170000,-0.000001
0.150000,0.170000,-0.000001
0.170000,0.170000,-0.000002
0.190000,0.170000,-0.000004
0.210000,0.170000,-0.000007
0.230000,0.170000,-0.000012
0.250000,0.170000,-0.000019
0.270000,0.170000,-0.000028
0.290000,0.170000,-0.000041
0.310000,0.170000,-0.000056
0.330000,0.170000,-0.000073
0.350000,0.170000,-0.000090
0.370000,0.170000,-0.000105
0.390000,0.170000,-0.000116
0.410000,0.170000,-0.000120
0.430000,0.170000,-0.000114
0.450000,0.170000,-0.000098
0.470000,0.170000,-0.000072
0.490000,0.170000,-0.000038
0.510000,0.170000,0.000000
0.530000,0.170000,0.000039
0.550000,0.170000,0.000072
0.570000,0.170000,0.000098
0.590000,0.170000,0.000114
0.610000,0.170000,0.000120
0.630000,0.170000,0.000116
0.650000,0.170000,0.000105
0.670000,0.170000,0.000089
0.690000,0.170000,0.000072
0.710000,0.170000,0.000055
0.730000,0.170000,0.000041
0.750000,0.170000,0.000028
0.770000,0.170000,0.000019
0.790000,0.170000,0.000012
0.810000,0.170000,0.000007
0.830000,0.170000,0.000004
0.850000,0.170000,0.000002
0.870000,0.170000,0.000001
0.890000,0.170000,0.000001
0.910000,0.170000,0.000000
0.930000,0.170000,0.000000
0.950000,0.170000,0.000000
0.970000,0.170000,0.000000
0.990000,0.170000,0.000000
1.010000,0.170000,-0.000000
-0.010000,0.190000,0.000000
0.010000,0.190000,-0.000000
0.030000,0.190000,-0.000000
0.050000,0.190000,-0.000000
0.070000,0.190000,-0.000000
0.090000,0.190000,-0.000000
0.110000,0.190000,-0.000001
0.130000,0.190000,-0.000001
0.150000,0.190000,-0.000002
0.170000,0.190000,-0.000004
0.190000,0.190000,-0.000008
0.210000,0.190000,-0.000014
0.230000,0.190000,-0.000022
0.250000,0.190000,-0.000035
0.270000,0.190000,-0.000053
0.290000,0.190000,-0.000076
0.310000,0.190000,-0.000104
0.330000,0.190000,-0.000135
0.350000,0.190000,-0.000167
0.370000,0.190000,-0.000196
0.390000,0.190000,-0.000217
0.410000,0.190000,-0.000224
0.430000,0.190000,-0.000213
0.450000,0.190000,-0.000183
0.470000,0.190000,-0.000134
0.490000,0.190000,-0.000071
0.510000,0.190000,0.000001
0.530000,0.190000,0.000072
0.550000,0.190000,0.000135
0.570000,0.190000,0.000183
0.590000,0.190000,0.000213
0.610000,0.190000,0.000223
0.630000,0.190000,0.000216
0.650000,0.190000,0.000195
0.670000,0.190000,0.000167
0.690000,0.190000,0.000135
0.710000,0.190000,0.000103
0.730000,0.190000,0.000076
0.750000,0.190000,0.000053
0.770000,0.190000,0.000035
0.790000,0.190000,0.000022
0.810000,0.190000,0.000014
0.830000,0.190000,0.000008
0.850000,0.190000,0.000004
0.870000,0.190000,0.000002
0.890000,0.190000,0.000001
0.910000,0.190000,0.000001
0.930000,0.190000,0.000000
0.950000,0.190000,0.000000
0.970000,0.190000,0.000000
0.990000,0.190000,0.000000
1.010000,0.190000,-0.000000
-0.010000,0.210000,0.000000
0.010000,0.210000,-0.000000
0.030000,0.210000,-0.000000
0.050000,0.210000,-0.000000
0.070000,0.210000,-0.000000
0.090000,0.210000,-0.000000
0.110000,0.210000,-0.000001
0.130000,0.210000,-0.000002
0.150000,0.210000,-0.000004
0.170000,0.210000,-0.000008
0.190000,0.210000,-0.000014
0.210000,0.210000,-0.000024
0.230000,0.210000,-0.000040
0.250000,0.210000,-0.000063
0.270000,0.210000,-0.000094
0.290000,0.210000,-0.000136
0.310000,0.210000,-0.000186
0.330000,0.210000,-0.000242
0.350000,0.210000,-0.000300
0.370000,0.210000,-0.000352
0.390000,0.210000,-0.000389
0.410000,0.210000,-0.000401
0.430000,0.210000,-0.000382
0.450000,0.210000,-0.000328
0.470000,0.210000,-0.000241
0.490000,0.210000,-0.000127
0.510000,0.210000,0.000001
0.530000,0.210000,0.000129
0.550000,0.210000,0.000242
0.570000,0.210000,0.000329
0.590000,0.210000,0.000382
0.610000,0.210000,0.000400
0.630000,0.210000,0.000387
0.650000,0.210000,0.000350
0.670000,0.210000,0.000299
0.690000,0.210000,0.000241
0.710000,0.210000,0.000185
0.730000,0.210000,0.000135
0.750000,0.210000,0.000095
0.770000,0.210000,0.000063
0.790000,0.210000,0.000040
0.810000,0.210000,0.000025
0.830000,0.210000,0.000014
0.850000,0.210000,0.000008
0.870000,0.210000,0.000004
0.890000,0.210000,0.000002
0.910000,0.210000,0.000001
0.930000,0.210000,0.000001
0.950000,0.210000,0.000000
0.970000,0.210000,0.000000
0.990000,0.210000,0.000000
1.010000,0.210000,-0.000000
-0.010000,0.230000,0.000000
0.010000,0.230000,-0.000000
0.030000,0.230000,-0.000000
0.050000,0.230000,-0.000000
0.070000,0.230000,-0.000000
0.090000,0.230000,-0.000001
0.110000,0.230000,-0.000002
0.130000,0.230000,-0.000004
0.150000,0.230000,-0.000007
0.170000,0.230000,-0.000014
0.190000,0.230000,-0.000024
0.210000,0.230000,-0.000042
0.230000,0.230000,-0.000069
0.250000,0.230000,-0.000108
0.270000,0.230000,-0.000163
0.290000,0.230000,-0.000234
0.310000,0.230000,-0.000321
0.330000,0.230000,-0.000418
0.350000,0.230000,-0.000518
0.370000,0.230000,-0.000607
0.390000,0.230000,-0.000670
0.410000,0.230000,-0.000691
0.430000,0.230000,-0.000659
0.450000,0.230000,-0.000566
0.470000,0.230000,-0.000415
0.490000,0.230000,-0.000219
0.510000,0.230000,0.000002
0.530000,0.230000,0.000222
0.550000,0.230000,0.000417
0.570000,0.230000,0.000567
0.590000,0.230000,0.000658
0.610000,0.230000,0.000690
0.630000,0.230000,0.000668
0.650000,0.230000,0.000604
0.670000,0.230000,0.000516
0.690000,0.230000,0.000416
0.710000,0.230000,0.000320
0.730000,0.230000,0.000234
0.750000,0.230000,0.000163
0.770000,0.230000,0.000109
0.790000,0.230000,0.000069
0.810000,0.230000,0.000042
0.830000,0.230000,0.000025
0.850000,0.230000,0.000014
0.870000,0.230000,0.000007
0.890000,0.230000,0.000004
0.910000,0.230000,0.000002
0.930000,0.230000,0.000001
0.950000,0.230000,0.000000
0.970000,0.230000,0.000000
0.990000,0.230000,0.000000
1.010000,0.230000,-0.000000
-0.010000,0.250000,0.000000
0.010000,0.250000,-0.000000
0.030000,0.250000,-0.000000
0.050000,0.250000,-0.000000
0.070000,0.250000,-0.000001
0.090000,0.250000,-0.000001
0.110000,0.250000,-0.000003
0.130000,0.250000,-0.000006
0.150000,0.250000,-0.000012
0.170000,0.250000,-0.000022
0.190000,0.250000,-0.000040
0.210000,0.250000,-0.000069
0.230000,0.250000,-0.000114
0.250000,0.250000,-0.000180
0.270000,0.250000,-0.000270
0.290000,0.250000,-0.000388
0.310000,0.250000,-0.000532
0.330000,0.250000,-0.000693
0.350000,0.250000,-0.000859
0.370000,0.250000,-0.001007
0.390000,0.250000,-0.001111
0.410000,0.250000,-0.001147
0.430000,0.250000,-0.001093
0.450000,0.250000,-0.000939
0.470000,0.250000,-0.000689
0.490000,0.250000,-0.000364
0.510000,0.250000,0.000003
0.530000,0.250000,0.000368
0.550000,0.250000,0.000692
0.570000,0.250000,0.000940
0.590000,0.250000,0.001092
0.610000,0.250000,0.001145
0.630000,0.250000,0.001108
0.650000,0.250000,0.001003
0.670000,0.250000,0.000855
0.690000,0.250000,0.000691
0.710000,0.250000,0.000530
0.730000,0.250000,0.000388
0.750000,0.250000,0.000270
0.770000,0.250000,0.000180
0.790000,0.250000,0.000115
0.810000,0.250000,0.000070
0.830000,0.250000,0.000041
0.850000,0.250000,0.000023
0.870000,0.250000,0.000012
0.890000,0.250000,0.000006
0.910000,0.250000,0.000003
0.930000,0.250000,0.000002
0.950000,0.250000,0.000001
0.970000,0.250000,0.000000
0.990000,0.250000,0.000000
1.010000,0.250000,-0.000000
-0.010000,0.270000,0.000000
0.010000,0.270000,-0.000000
0.030000,0.270000,-0.000000
0.050000,0.270000,-0.000000
0.070000,0.270000,-0.000001
0.090000,0.270000,-0.000002
0.110000,0.270000,-0.000005
0.130000,0.270000,-0.000010
0.150000,0.270000,-0.000019
0.170000,0.270000,-0.000036
0.190000,0.270000,-0.000064
0.210000,0.270000,-0.000111
0.230000,0.270000,-0.000182
0.250000,0.270000,-0.000287
0.270000,0.270000,-0.000431
0.290000,0.270000,-0.000619
0.310000,0.270000,-0.000849
0.330000,0.270000,-0.001106
0.350000,0.270000,-0.001370
0.370000,0.270000,-0.001606
0.390000,0.270000,-0.001773
0.410000,0.270000,-0.001830
0.430000,0.270000,-0.001744
0.450000,0.270000,-0.001498
0.470000,0.270000,-0.001099
0.490000,0.270000,-0.000581
0.510000,0.270000,0.000004
0.530000,0.270000,0.000587
0.550000,0.270000,0.001104
0.570000,0.270000,0.001500
0.590000,0.270000,0.001743
0.610000,0.270000,0.001827
0.630000,0.270000,0.001768
0.650000,0.270000,0.001601
0.670000,0.270000,0.001365
0.690000,0.270000,0.001103
0.710000,0.270000,0.000846
0.730000,0.270000,0.000619
0.750000,0.270000,0.000432
0.770000,0.270000,0.000288
0.790000,0.270000,0.000183
0.810000,0.270000,0.000112
0.830000,0.270000,0.000065
0.850000,0.270000,0.000037
0.870000,0.270000,0.000020
0.890000,0.270000,0.000010
0.910000,0.270000,0.000005
0.930000,0.270000,0.000002
0.950000,0.270000,0.000001
0.970000,0.270000,0.000000
0.990000,0.270000,0.000000
1.010000,0.270000,-0.000000
-0.010000,0.290000,0.000000
0.010000,0.290000,-0.000000
0.030000,0.290000,-0.000000
0.050000,0.290000,-0.000001
0.070000,0.290000,-0.000002
0.090000,0.290000,-0.000003
0.110000,0.290000,-0.000007
0.130000,0.290000,-0.000015
0.150000,0.290000,-0.000029
0.170000,0.290000,-0.000055
0.190000,0.290000,-0.000099
0.210000,0.290000,-0.000170
0.230000,0.290000,-0.000279
0.250000,0.290000,-0.000440
0.270000,0.290000,-0.000662
0.290000,0.290000,-0.000951
0.310000,0.290000,-0.001302
0.330000,0.290000,-0.001698
0.350000,0.290000,-0.002103
0.370000,0.290000,-0.002464
0.390000,0.290000,-0.002721
0.410000,0.290000,-0.002809
0.430000,0.290000,-0.002676
0.450000,0.290000,-0.002299
0.470000,0.290000,-0.001688
0.490000,0.290000,-0.000892
0.510000,0.290000,0.000004
0.530000,0.290000,0.000900
0.550000,0.290000,0.001694
0.570000,0.290000,0.002302
0.590000,0.290000,0.002676
0.610000,0.290000,0.002805
0.630000,0.290000,0.002715
0.650000,0.290000,0.002457
0.670000,0.290000,0.002096
0.690000,0.290000,0.001693
0.710000,0.290000,0.001299
0.730000,0.290000,0.000950
0.750000,0.290000,0.000662
0.770000,0.290000,0.000441
0.790000,0.290000,0.000281
0.810000,0.290000,0.000172
0.830000,0.290000,0.000100
0.850000,0.290000,0.000056
0.870000,0.290000,0.000030
0.890000,0.290000,0.000016
0.910000,0.290000,0.000008
0.930000,0.290000,0.000004
0.950000,0.290000,0.000002
0.970000,0.290000,0.000001
0.990000,0.290000,0.000000
1.010000,0.290000,-0.000000
-0.010000,0.310000,0.000000
0.010000,0.310000,-0.000000
0.030000,0.310000,-0.000000
0.050000,0.310000,-0.000001
0.070000,0.310000,-0.000002
0.090000,0.310000,-0.000005
0.110000,0.310000,-0.000011
0.130000,0.310000,-0.000022
0.150000,0.310000,-0.000043
0.170000,0.310000,-0.000081
0.190000,0.310000,-0.000146
0.210000,0.310000,-0.000251
0.230000,0.310000,-0.000412
0.250000,0.310000,-0.000649
0.270000,0.310000,-0.000977
0.290000,0.310000,-0.001403
0.310000,0.310000,-0.001922
0.330000,0.310000,-0.002506
0.350000,0.310000,-0.003103
0.370000,0.310000,-0.003637
0.390000,0.310000,-0.004016
0.410000,0.310000,-0.004146
0.430000,0.310000,-0.003951
0.450000,0.310000,-0.003395
0.470000,0.310000,-0.002493
0.490000,0.310000,-0.001319
0.510000,0.310000,0.000004
0.530000,0.310000,0.001328
0.550000,0.310000,0.002500
0.570000,0.310000,0.003398
0.590000,0.310000,0.003951
0.610000,0.310000,0.004142
0.630000,0.310000,0.004009
0.650000,0.310000,0.003629
0.670000,0.310000,0.003095
0.690000,0.310000,0.002500
0.710000,0.310000,0.001918
0.730000,0.310000,0.001402
0.750000,0.310000,0.000978
0.770000,0.310000,0.000652
0.790000,0.310000,0.000416
0.810000,0.310000,0.000254
0.830000,0.310000,0.000148
0.850000,0.310000,0.000083
0.870000,0.310000,0.000045
0.890000,0.310000,0.000023
0.910000,0.310000,0.000011
0.930000,0.310000,0.000005
0.950000,0.310000,0.000002
0.970000,0.310000,0.000001
0.990000,0.310000,0.000000
1.010000,0.310000,-0.000000
-0.010000,0.330000,0.000000
0.010000,0.330000,-0.000000
0.030000,0.330000,-0.000001
0.050000,0.330000,-0.000001
0.070000,0.330000,-0.000003
0.090000,0.330000,-0.000007
0.110000,0.330000,-0.000015
